PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230503,115,8,8,0,41.25,41.25,0,67.25,67.25,0,8.5,8.5,0,81,81,0,296.25,296.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230504,114,8.5,8.5,0,39.25,39.25,0,56.75,56.75,0,8.25,8.25,0,94,94,0,318.75,318.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230505,115,0,0,0,47,47,0,32.75,32.75,0,8.25,8.25,0,105.5,105.5,0,324,324,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230506,114,0,0,0,1,1,0,41.25,41.25,0,0,0,0,108.75,108.75,0,255.75,255.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230507,115,0,0,0,15,15,0,46.5,46.5,0,0,0,0,73.75,73.75,0,281.25,281.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230508,115,9,9,0,38.5,38.5,0,62.75,62.75,0,8.75,8.75,0,88.75,88.75,0,292.25,292.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230509,116,4,4,0,38.75,38.75,0,25.25,25.25,0,9.75,9.75,0,100.5,100.5,0,335.25,335.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230510,116,9.5,9.5,0,30.25,30.25,0,40.75,40.75,0,8.5,8.5,0,96.5,96.5,0,321,321,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230511,117,8,8,0,31.25,31.25,0,45.25,45.25,0,8.25,8.25,0,95.75,95.75,0,307,307,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230512,120,8.5,8.5,0,28.75,28.75,0,49.25,49.25,0,8.25,8.25,0,95.75,95.75,0,284.25,284.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230513,120,0,0,0,0,0,0,48.5,48.5,0,0,0,0,94.5,94.5,0,264.5,264.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230514,119,0,0,0,8,8,0,31.25,31.25,0,0,0,0,101.75,101.75,0,248.25,248.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230515,118,8,8,0,32.75,32.75,0,52.5,52.5,0,8,8,0,94.25,94.25,0,268.75,268.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230516,119,9,9,0,47.75,47.75,0,40.5,40.5,0,10,10,0,81.5,81.5,0,324,324,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230517,119,6,6,0,34.25,34.25,0,40.25,40.25,0,9.5,9.5,0,98.25,98.25,0,303.75,303.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230518,121,8.5,8.5,0,41.5,41.5,0,56.75,56.75,0,9,9,0,105.5,105.5,0,327.5,327.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230519,123,0,0,0,42.5,42.5,0,55.75,55.75,0,9,9,0,80.75,80.75,0,329.75,329.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230520,125,0,0,0,7.75,7.75,0,40.75,40.75,0,0,0,0,87.5,87.5,0,305.75,305.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230521,124,0,0,0,0,0,0,62.25,62.25,0,0,0,0,100.75,100.75,0,289.25,289.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230522,125,8.5,8.5,0,42,42,0,57,57,0,8.75,8.75,0,98.25,98.25,0,314,314,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230523,126,8,8,0,40.75,40.75,0,34,34,0,8.25,8.25,0,109.25,109.25,0,296.25,296.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230524,124,8,8,0,41.25,41.25,0,74,74,0,9.25,9.25,0,66,66,0,344.5,344.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230525,122,8,8,0,41.25,41.25,0,38.75,38.75,0,9.25,9.25,0,97.25,97.25,0,362.75,362.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230526,123,8.5,8.5,0,33.5,33.5,0,46.75,46.75,0,9,9,0,100.25,100.25,0,280.25,280.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230527,124,0,0,0,0,0,0,47.25,47.25,0,0,0,0,103,103,0,270.5,270.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230528,123,0,0,0,0,0,0,59.25,59.25,0,0,0,0,87,87,0,269.5,269.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230529,124,0,0,0,0,0,0,68.75,68.75,0,0,0,0,83.5,83.5,0,337,337,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230530,124,7.5,7.5,0,40.75,40.75,0,47.75,47.75,0,9,9,0,90.5,90.5,0,363.5,363.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230531,124,8,8,0,31.5,31.5,0,68.75,68.75,0,10.75,10.75,0,69.5,69.5,0,342.75,342.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230601,123,8,8,0,37.75,37.75,0,46.5,46.5,0,8.25,8.25,0,86.5,86.5,0,350.5,350.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230602,123,7,7,0,37.75,37.75,0,40.5,40.5,0,7.75,7.75,0,113,113,0,305.25,305.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230603,123,0,0,0,8,8,0,41.25,41.25,0,0,0,0,100,100,0,284.5,284.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230604,124,0,0,0,0,0,0,63.75,63.75,0,0,0,0,84.75,84.75,0,269,269,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230605,124,7.5,7.5,0,37.5,37.5,0,61.75,61.75,0,10,10,0,82.5,82.5,0,339,339,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230606,125,8.5,8.5,0,40,40,0,42.75,42.75,0,9.25,9.25,0,109,109,0,336.5,336.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230607,124,7.5,7.5,0,38.75,38.75,0,50,50,0,9.25,9.25,0,92,92,0,354.25,354.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230608,122,8,8,0,36.5,36.5,0,41,41,0,8.25,8.25,0,118,118,0,313.5,313.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230609,121,7.5,7.5,0,32.5,32.5,0,79.75,79.75,0,8,8,0,78.25,78.25,0,300,300,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230610,122,0,0,0,8,8,0,56.25,56.25,0,0,0,0,89,89,0,267,267,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230611,119,0,0,0,0,0,0,47.25,47.25,0,0,0,0,94,94,0,241.75,241.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230612,119,8.25,8.25,0,30.75,30.75,0,57.75,57.75,0,9,9,0,119,119,0,290.25,290.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230613,123,7.5,7.5,0,29.5,29.5,0,33.5,33.5,0,8.25,8.25,0,113.25,113.25,0,361.75,361.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230614,123,8,8,0,39.25,39.25,0,80.75,80.75,0,8.5,8.5,0,74.75,74.75,0,381,381,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230615,125,8.25,8.25,0,28.75,28.75,0,40,40,0,8.25,8.25,0,113.5,113.5,0,344.25,344.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230616,125,8.25,8.25,0,23.25,23.25,0,44.25,44.25,0,0,0,0,105.25,105.25,0,325.5,325.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230617,125,0,0,0,0,0,0,25.5,25.5,0,0,0,0,103.5,103.5,0,340.25,340.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230618,124,0,0,0,0,0,0,31,31,0,0,0,0,110,110,0,288.5,288.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230619,124,8.5,8.5,0,38.75,38.75,0,45.25,45.25,0,0,0,0,106.25,106.25,0,326.25,326.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230620,125,8,8,0,37.75,37.75,0,33.75,33.75,0,0,0,0,107.5,107.5,0,379.25,379.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230621,125,7.75,7.75,0,41.25,41.25,0,56.25,56.25,0,0,0,0,80,80,0,376.5,376.5,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230622,126,10.25,10.25,0,39.75,39.75,0,47.25,47.25,0,0,0,0,95,95,0,359,359,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230623,126,7.75,7.75,0,44.5,44.5,0,49.25,49.25,0,0,0,0,87.25,87.25,0,347.25,347.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230624,127,0,0,0,0,0,0,62.25,62.25,0,0,0,0,88,88,0,312.75,312.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230625,127,0,0,0,0,0,0,53.25,53.25,0,0,0,0,89,89,0,297.75,297.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230626,128,8.5,8.5,0,48,48,0,42,42,0,0,0,0,110,110,0,307.75,307.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230627,129,9.5,9.5,0,46.5,46.5,0,55.5,55.5,0,9.5,9.5,0,84,84,0,396.25,396.25,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230628,129,8.5,8.5,0,43.75,43.75,0,47.25,47.25,0,9.25,9.25,0,99.25,99.25,0,369.75,369.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230629,126,10.5,10.5,0,50,50,0,39.75,39.75,0,11.5,11.5,0,109.5,109.5,0,353.75,353.75,0,0,0,0,0,0,0
415059,"ORCHARD VIEW MANOR","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230630,124,11.5,11.5,0,44.5,44.5,0,25.5,25.5,0,11.75,11.75,0,110.5,110.5,0,347.5,347.5,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230401,31,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,86.25,78.25,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230402,31,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,72.25,72.25,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230403,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,77,61,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230404,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,83.25,83.25,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230405,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,80.5,72.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230406,31,8,8,0,0,0,0,17.5,17.5,0,0,0,0,0,0,0,69.75,69.75,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230407,32,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,65.25,65.25,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230408,32,0,0,0,0,0,0,8.25,8.25,0,0,0,0,0,0,0,64.5,48.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230409,32,0,0,0,0,0,0,30.5,30.5,0,0,0,0,0,0,0,74.5,26.5,48,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230410,32,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,92.5,68.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230411,32,8,8,0,0,0,0,17,17,0,0,0,0,0,0,0,84.5,60.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230412,32,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,91,75,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230413,32,8,8,0,0,0,0,27.75,27.75,0,0,0,0,0,0,0,80.5,72.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230414,32,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,80.5,48.5,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230415,32,0,0,0,0,0,0,24.75,24.75,0,0,0,0,0,0,0,76,52,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230416,32,0,0,0,0,0,0,16.5,16.5,0,0,0,0,0,0,0,77,37,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230417,32,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,83.5,51.5,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230418,32,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,87.5,71.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230419,32,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,79.5,79.5,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230420,32,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,89.5,73.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230421,32,8,8,0,0,0,0,23.25,23.25,0,0,0,0,0,0,0,87.25,63.25,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230422,32,0,0,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,70.5,30.5,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230423,32,0,0,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,68,44,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230424,32,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,81.5,57.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230425,32,13,13,0,0,0,0,12.25,12.25,0,0,0,0,0,0,0,89.5,73.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230426,32,8,8,0,0,0,0,23,23,0,0,0,0,0,0,0,72.5,64.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230427,32,8,8,0,0,0,0,20.5,20.5,0,0,0,0,0,0,0,83,59,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230428,32,8,8,0,0,0,0,20.25,20.25,0,0,0,0,0,0,0,77,45,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230429,32,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,61,45,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230430,32,0,0,0,0,0,0,39.75,39.75,0,0,0,0,0,0,0,79.75,23.75,56,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230501,32,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,85.5,45.5,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230502,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230503,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,80,64,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230504,31,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,79,63,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230505,31,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,84.5,60.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230506,31,0,0,0,0,0,0,25.5,25.5,0,0,0,0,0,0,0,79.25,39.25,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230507,31,0,0,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,78,38,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230508,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,72.5,48.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230509,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,83,75,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230510,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,75,59,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230511,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,86.5,78.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230512,31,8,8,0,0,0,0,16,16,0,0,0,0,0,0,0,83.5,59.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230513,31,8,8,0,0,0,0,9.5,9.5,0,0,0,0,0,0,0,69.5,29.5,40,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230514,31,8,8,0,0,0,0,17.25,17.25,0,0,0,0,0,0,0,84.5,52.5,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230515,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,84,52,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230516,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,71.5,63.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230517,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,92.5,92.5,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230518,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,83,59,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230519,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,84.5,60.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230520,31,0,0,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,77.5,45.5,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230521,31,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,70,38,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230522,32,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,79.5,71.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230523,32,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,96.5,88.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230524,32,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,85.5,77.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230525,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,84.5,60.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230526,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,92,68,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230527,31,0,0,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,85,53,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230528,31,0,0,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,86,30,56,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230529,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,79.5,63.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230530,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,83.5,67.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230531,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,99.5,67.5,32,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230601,32,8,8,0,0,0,0,24.75,24.75,0,0,0,0,0,0,0,90.5,66.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230602,32,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,87.5,79.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230603,31,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,70.5,54.5,16,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230604,31,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,73.5,49.5,24,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230605,31,8,8,0,0,0,0,24.5,24.5,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230606,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,91.5,83.5,8,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230607,31,8,8,0,0,0,0,24,24,0,0,0,0,0,0,0,85.5,85.5,0,0,0,0,0,0,0
415060,"AVALON NURSING HOME INC",WARWICK,RI,Kent,003,2023Q2,20230608,31,8,8,0,0,0,0,24.25,24.25,0,0,0,0,0,0,0,91,75,16,0,0,0,0,0,0
